naming,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1962 to 1971,1972 to 1981,1982 to 1991, 1992 to 2001,2002 to 2011,2012 to 2021,1977 to 1994, 1980 to 2018,1988 to 2010, 1976 to 2005,1981-2010,1977-2000,1962 - 2022,Total count
Tmin Middle Mountain Premonsoon,6.627433872,6.233055612,6.925014746,6.346039613,6.656160271,4.750989614,6.756179342,6.953466627,6.722018257,5.988657294,6.913319457,5.934868316,6.425398844,5.523658119,7.010692608,6.287692857,6.20178448,6.639249534,6.539637372,6.082940537,5.004316729,4.820699016,8.292251651,7.251079317,5.124802681,5.335761477,6.181609654,5.728516992,5.061279825,6.188492805,6.458956644,5.372211663,6.122187934,6.534256402,6.481451974,5.113045473,6.082591196,7.132143897,6.074914712,5.506201163,5.890934913,6.026879621,6.909662985,5.818949899,5.993934017,6.466240636,6.609549111,6.766474586,7.967981389,6.020890063,6.89689088,5.359782609,6.781121575,6.649905285,6.554347826,6.336413043,7.313586957,6.974439024,7.466295586,9.169021739,10.50429703,-0.017325714,-0.005208449,-0.021057413,-0.008057578,0.102336188,0.229905855,-0.030733036,0.020956529,0.045974599,-0.008551364,0.028333461,-0.003384765,0.016356318,61
Tmin Middle Mountain Winter,1.167466114,1.431811824,1.372919803,1.557322332,1.146551939,-0.041643647,0.481037378,0.832684937,0.465061501,0.130494346,0.748537989,1.164253844,-0.008432041,-0.781409505,0.33321958,0.776070722,-0.555096164,0.088548722,0.01680004,1.094044112,-1.68590481,-2.346666221,-0.743141025,-0.472819537,-0.491272008,0.097615548,0.391037283,-1.002561513,-0.73201085,-0.130420073,-1.161545537,-0.169125887,-0.536700339,-1.502951525,-0.533898115,-1.651836222,-0.824852749,-0.070401316,-1.139707406,-1.002774107,-0.732835908,-0.573279109,-0.650804352,-0.391644444,-0.021213108,-0.71055278,-2.337006688,-0.636157977,0.096398222,-1.986207076,-2.350898212,-1.576299961,-0.236567058,0.512777778,-1.247252747,0.899814934,0.540555556,0.067777778,0.247501335,3.554444444,4.798888889,-0.140716503,-0.020096525,0.164759429,-0.012831966,-0.079059356,0.42222314,-0.030812133,-0.001183985,-0.00838061,-0.026954635,-0.004890167,-0.036291317,-0.010339872,61
Tmin Middle Mountain annual,6.653578931,6.58713795,7.038109087,6.472729829,6.040194347,5.21501828,6.341634986,6.544312679,6.160236704,6.005277797,6.380529186,6.215717268,6.246998353,5.772849427,6.587703537,6.646359667,6.122445845,6.299485823,5.981040948,5.859866217,4.842085753,4.833446129,6.01020657,6.042455367,5.590740969,5.746569317,5.822859234,5.114372875,5.430888475,5.676539421,5.532561796,5.620348736,5.400044946,5.612793743,5.669492099,4.609933461,6.075074184,6.032659813,5.625161387,5.101532298,5.391347014,5.756130003,5.494370241,5.462238935,5.591029694,5.912253763,4.65305591,6.072723675,5.389123907,5.313827061,3.786781353,3.817079678,5.701600706,5.520281421,5.921444681,6.437381349,6.565702478,7.265574692,7.420282846,8.645518185,9.182939681,-0.075820979,-0.030053444,0.040666975,-0.002152848,-0.015038061,0.487412869,-0.041577592,-0.00277011,-9.67602E-05,-0.022669154,-0.000316074,-0.020806108,-0.001145336,61
Tmin Siwalik Monsoon,28.57624873,28.23971248,28.60908632,27.81543834,27.76339236,28.12715203,28.47450143,28.36529781,28.23224096,28.06706921,28.1913852,28.2573847,27.89014817,28.31136609,28.45052224,28.86519862,28.69943363,28.1711562,28.16650132,26.0296172,24.66180492,24.59918033,24.6557377,24.7057377,25.13114754,24.37868852,23.9295082,21.95,26.59716513,24.8139702,27.32604113,25.63835649,25.12608528,25.3704918,24.96721311,25.14098361,25.89016393,25.10901639,26.97396637,25.3,24.99262295,27.50286694,25.50704456,25.66639344,26.01639344,25.43196721,24.86885246,25.10914273,23.73442623,23.53934426,24.00737705,24.22704918,25.87786885,25.85983607,26.97732374,25.92295082,25.51639344,25.4852459,25.63934426,25.34572126,25.07459016,-0.021290363,-0.103685918,-0.007602757,-0.043864598,-0.269243342,0.108383927,-0.180571954,0.003230604,0.021489859,-0.055674616,0.024626267,-0.080139655,-0.059234355,61
Tmin Siwalik Postmonsoon,21.15066701,21.35147189,22.15291548,21.07961903,19.50217282,18.93107512,20.5623218,20.93330134,20.12912609,20.74239034,20.5763741,20.41386222,21.58837844,20.94528301,21.46387971,21.56397647,21.05116144,21.20648884,20.10872506,16.95737705,18.13114754,17.18852459,16.26885246,17.36721311,18.11311475,20.71147541,17.80327869,19.2704918,20.45103072,20.20833531,20.41429494,18.85245902,19.28557508,18.75409836,18.08196721,16.97704918,20.66557377,18.74098361,18.99836066,18.90327869,21.48688525,20.97555256,19.44318078,18.21803279,19.33770492,19.08852459,17.04590164,17.22786885,17.71147541,17.52786885,16.08107911,17.30819672,18.41803279,19.29836066,20.40596159,19.57540984,17.40819672,19.07377049,18.66557377,18.86393443,18.32131148,-0.123951337,-0.219385754,0.366345376,-0.064674449,-0.444374672,0.189848377,-0.025129344,-0.003091914,-0.049712999,-0.011024219,0.026433112,-0.029243475,-0.044287495,61
Tmin Siwalik Premonsoon,22.08118387,21.68680561,22.37876475,21.79978961,22.10991027,20.20473961,22.20992934,22.40721663,22.17576826,21.44240729,22.36706946,21.38861832,21.87914884,20.97740812,22.46444261,21.74144286,21.65553448,22.09299953,21.99338737,21.53669054,18.25869565,15.98695652,19.62173913,19.10747836,18.24673913,18.14372502,18.54565217,15.37391304,15.58369565,19.6277176,20.64252206,20.82596166,19.5940336,19.46304348,19.54565217,18.64782609,19.42438172,20.20652174,21.52866471,18.55108696,19.50652174,21.48062962,20.37608696,20.03586957,20.0423913,20.91195652,19.55108696,19.19673913,19.82173913,17.93695652,16.325,18.06956522,19.60543478,20.56956522,20.96956522,20.04782609,20.07173913,19.3423913,18.88695652,19.51630435,21.27608696,-0.017325714,-0.005208449,-0.081995465,-0.071850698,-0.19527177,0.186139657,-0.165221734,0.023670986,0.101855936,-0.025453143,0.071330619,-0.043389686,-0.042099562,61
Tmin Siwalik Winter,16.62121611,16.88556182,16.8266698,17.01107233,16.60030194,15.41210635,15.93478738,16.28643494,15.9188115,15.58424435,16.20228799,16.61800384,15.44531796,14.67234049,15.78696958,16.22982072,14.89865384,15.54229872,15.47055004,16.54779411,9.015555556,8.775555556,8.118681319,8.16,10.15888889,9.056666667,9.18021978,7.586847711,6.315555556,14.07757461,10.44993809,15.28462411,10.43,10.50909234,11.19120879,9.162222222,10.34,10.92777778,12.63599239,9.572222222,11.18222222,15.08017715,13.99877609,14.00723848,11.65666667,11.69888889,9.991208791,11.76,10.78928025,8.715555556,8.489010989,9.71797961,10.56222222,11.86888889,11.34615385,12.84655209,11.20111111,10.38,10.17142857,11.34,10.87222222,-0.140716503,-0.020096525,0.16749964,-0.160528725,-0.457188034,0.166175743,-0.27821027,0.017716095,0.112136976,-0.05411812,0.0854266,-0.14111558,-0.102661375,61
Tmin Siwalik annual,22.10732893,22.04088795,22.49185909,21.92647983,21.49394435,20.66876828,21.79538499,21.99806268,21.6139867,21.4590278,21.83427919,21.66946727,21.70074835,21.22659943,22.04145354,22.10010967,21.57619585,21.75323582,21.43479095,20.26786972,17.51680092,16.63755425,17.16625265,17.33510729,17.91247258,18.07263891,17.36466471,16.04531314,17.23686177,19.68189943,19.70819906,20.15035032,18.60892349,18.5241815,18.44651032,17.48202027,19.08002986,18.74607488,20.03424603,18.08164697,19.29206304,21.25980657,19.8312721,19.48188357,19.26328908,19.2828343,17.86426246,18.32343768,18.01423026,16.9299313,16.22561679,17.33069768,18.61588966,19.39916271,19.9247511,19.59818471,18.5493601,18.57035192,18.34082578,18.76649001,18.8860527,-0.075820979,-0.087094162,0.111061699,-0.085229617,-0.341519455,0.162636926,-0.162283325,0.010381443,0.046442443,-0.036567525,0.05195415,-0.073472099,-0.062070697,61
Tmin Tarai Monsoon,28.55024873,28.21371248,28.58308632,27.78943834,27.73739236,28.10115203,28.44850143,28.33929781,28.20624096,28.04106921,28.1653852,28.2313847,27.86414817,28.28536609,28.42452224,28.83919862,28.67343363,28.1451562,28.14050132,27.72895043,27.73530742,27.60412472,27.17772944,27.52700967,27.36377753,27.38790944,27.21494059,26.45359526,27.8247542,27.29219739,27.30004113,27.30988404,27.4747087,27.66456835,27.25136283,27.02935915,27.82151999,27.37958343,27.654273,26.58325187,27.05499577,27.47686694,27.15694155,27.34149772,27.28600149,27.52454995,27.0730972,27.38441626,27.10763569,26.92445243,26.96434813,26.68126817,25.2057377,25.57868852,27.37101781,27.59346141,27.73236377,27.84458793,28.10259211,27.87668762,28.02870625,-0.021290363,-0.009576833,-0.042280789,-0.02586155,-0.01932599,0.230533597,-0.075908953,-0.020575441,-0.000667032,-0.037350104,-0.008784643,-0.038772933,-0.021515845,61
Tmin Tarai Postmonsoon,21.12466701,21.32547189,22.12691548,21.05361903,19.47617282,18.90507512,20.5363218,20.90730134,20.10312609,20.71639034,20.5503741,20.38786222,21.56237844,20.91928301,21.43787971,21.53797647,21.02516144,21.18048884,20.08272506,19.38902979,19.17012367,19.94325887,19.3762141,19.72122414,20.13386596,21.02049081,20.3593494,20.13344076,20.42503072,20.21138757,20.38829494,20.82392513,19.39548349,20.61080174,20.33455171,18.80466545,22.0765383,20.54481324,20.76666525,20.17495027,20.20779329,20.94955256,19.41718078,19.93565256,19.96089638,21.22427724,20.20736359,20.45013336,21.01457995,20.33428989,18.94926548,19.64202639,18.72131148,19.30655738,20.37996159,20.94548555,19.9404366,21.73207729,21.62891083,21.85779251,20.91874177,-0.123951337,-0.085331968,0.117157042,0.038139702,0.053557201,0.349126819,-0.025625393,0.00239621,0.010584052,-0.010344813,0.027184942,0.004535124,-0.00445138,61
Tmin Tarai Premonsoon,22.05518387,21.66080561,22.35276475,21.77378961,22.08391027,20.17873961,22.18392934,22.38121663,22.14976826,21.41640729,22.34106946,21.36261832,21.85314884,20.95140812,22.43844261,21.71544286,21.62953448,22.06699953,21.96738737,21.51069054,20.43206673,20.42122412,22.24259026,21.84770129,20.30756387,20.76351148,21.60935965,21.15626699,20.48902983,21.61624281,21.88670664,20.79996166,21.54993793,21.9620064,21.90920197,20.54079547,21.5103412,22.5598939,21.50266471,20.93395116,21.31868491,21.45462962,22.33741299,21.2466999,21.42168402,21.89399064,21.61651127,21.82492743,23.35076713,21.37723665,21.2708585,21.72209875,20.09779605,20.56086957,22.18973912,22.02343657,21.74852426,21.72546492,21.50053192,22.22243706,23.69902876,-0.017325714,-0.005208449,0.032978976,-0.008057578,0.07769237,0.112413607,-0.026445629,0.012488785,0.038094491,-0.002330668,0.035001955,0.004632198,0.001132198,61
Tmin Tarai Winter,16.59521611,16.85956182,16.8006698,16.98507233,16.57430194,15.38610635,15.90878738,16.26043494,15.8928115,15.55824435,16.17628799,16.59200384,15.41931796,14.64634049,15.76096958,16.20382072,14.87265384,15.51629872,15.44455004,16.52179411,13.74184519,12.92689812,14.00082733,14.5198166,14.4679321,15.34779177,15.81878728,14.42518849,14.69573915,15.29732993,14.26620446,15.25862411,14.89104966,13.92479848,14.89385189,13.77591378,14.60289725,15.35734868,14.28804259,14.42497589,14.69491409,14.85447089,14.77694565,15.03610556,15.40653689,14.71719722,14.14843139,15.87415876,15.40129644,14.08719696,13.89574764,14.12701119,14.54988034,11.96333333,13.89676647,15.71701198,15.14813044,14.74323166,14.6789041,15.790319,15.35017488,-0.140716503,-0.020096525,0.201695923,-0.012831966,0.002981988,0.201550219,-0.028483836,-0.00854618,0.010387662,-0.022183083,0.015743635,-0.030303785,-0.029107708,61
Tmin Tarai annual,22.08132893,22.01488795,22.46585909,21.90047983,21.46794435,20.64276828,21.76938499,21.97206268,21.5879867,21.4330278,21.80827919,21.64346727,21.67474835,21.20059943,22.01545354,22.07410967,21.55019585,21.72723582,21.40879095,21.28761622,20.26983575,20.22387646,20.69934028,20.90393793,20.56828487,21.12992587,21.25060923,20.54212287,20.85863848,21.10428942,20.9603118,21.04809874,20.82779495,21.04054374,21.0972421,20.03768346,21.50282418,21.46040981,21.05291139,20.5292823,20.81909701,21.18388,20.92212024,20.88998894,21.01877969,21.34000376,20.76135086,21.38340896,21.7185698,20.68079398,20.27005494,20.54310113,19.64368139,19.3523622,20.95937125,21.56984888,21.14236377,21.51134045,21.47773474,21.93680905,21.99916292,-0.075820979,-0.030053444,0.077387788,-0.002152848,0.028726392,0.22340606,-0.039115953,-0.003559156,0.014599793,-0.018052167,0.017286472,-0.014977349,-0.013485684,61
